timestamp_localtime,experiment,pioreactor_unit,timestamp,od_reading,angle,channel
2024-04-05 17:40:30,remote working on hardware,pio,2024-04-05T21:40:30.972864Z,0.030483121698583762,90,1
2024-04-05 17:45:34,remote working on hardware,pio,2024-04-05T21:45:34.002145Z,0.029862725679344674,90,1
2024-04-05 17:50:37,remote working on hardware,pio,2024-04-05T21:50:37.034310Z,0.03066659695898267,90,1
2024-04-05 17:55:40,remote working on hardware,pio,2024-04-05T21:55:40.064206Z,0.03188525085495746,90,1
2024-04-05 18:00:43,remote working on hardware,pio,2024-04-05T22:00:43.094029Z,0.029642283279152384,90,1
2024-04-05 18:05:46,remote working on hardware,pio,2024-04-05T22:05:46.124259Z,0.029786732228041166,90,1
2024-04-05 18:10:49,remote working on hardware,pio,2024-04-05T22:10:49.156620Z,0.029494506630811382,90,1
2024-04-05 18:15:52,remote working on hardware,pio,2024-04-05T22:15:52.182266Z,0.02849259076615956,90,1
2024-04-05 18:20:55,remote working on hardware,pio,2024-04-05T22:20:55.215036Z,0.0315533722049922,90,1
2024-04-05 18:25:58,remote working on hardware,pio,2024-04-05T22:25:58.244414Z,0.03111539497278224,90,1
2024-04-05 18:31:01,remote working on hardware,pio,2024-04-05T22:31:01.276016Z,0.02861577679286253,90,1
2024-04-05 18:36:04,remote working on hardware,pio,2024-04-05T22:36:04.305383Z,0.031036460978141386,90,1
2024-04-05 18:41:07,remote working on hardware,pio,2024-04-05T22:41:07.339059Z,0.028791409295650057,90,1
2024-04-05 18:46:10,remote working on hardware,pio,2024-04-05T22:46:10.366664Z,0.031353490474235864,90,1
2024-04-05 18:51:13,remote working on hardware,pio,2024-04-05T22:51:13.400072Z,0.030649579329873614,90,1
2024-04-05 18:56:16,remote working on hardware,pio,2024-04-05T22:56:16.424984Z,0.030639436205045213,90,1
2024-04-05 19:01:19,remote working on hardware,pio,2024-04-05T23:01:19.456478Z,0.03093795510368421,90,1
2024-04-05 19:06:22,remote working on hardware,pio,2024-04-05T23:06:22.485928Z,0.033174791760850635,90,1
2024-04-05 19:11:25,remote working on hardware,pio,2024-04-05T23:11:25.520618Z,0.03153145505170657,90,1
2024-04-05 19:16:28,remote working on hardware,pio,2024-04-05T23:16:28.551443Z,0.030888462644405954,90,1
2024-04-05 19:21:31,remote working on hardware,pio,2024-04-05T23:21:31.580030Z,0.03312042175602304,90,1
2024-04-05 19:26:34,remote working on hardware,pio,2024-04-05T23:26:34.612124Z,0.03060209500072155,90,1
2024-04-05 19:31:37,remote working on hardware,pio,2024-04-05T23:31:37.639223Z,0.029939337633908065,90,1
2024-04-05 19:36:40,remote working on hardware,pio,2024-04-05T23:36:40.671146Z,0.031305110498690225,90,1
2024-04-05 19:41:43,remote working on hardware,pio,2024-04-05T23:41:43.703458Z,0.030448792386234484,90,1
2024-04-05 19:46:46,remote working on hardware,pio,2024-04-05T23:46:46.728090Z,0.028965280990959262,90,1
2024-04-05 19:51:49,remote working on hardware,pio,2024-04-05T23:51:49.761751Z,0.04495926789289914,90,1
2024-04-05 19:56:52,remote working on hardware,pio,2024-04-05T23:56:52.790603Z,0.031591931073600955,90,1
2024-04-05 20:01:55,remote working on hardware,pio,2024-04-06T00:01:55.822188Z,0.03138545633586735,90,1
2024-04-05 20:06:58,remote working on hardware,pio,2024-04-06T00:06:58.850591Z,0.030115944021890866,90,1
2024-04-05 20:12:01,remote working on hardware,pio,2024-04-06T00:12:01.880081Z,0.03229171655327065,90,1
2024-04-05 20:17:04,remote working on hardware,pio,2024-04-06T00:17:04.911368Z,0.031028972255354312,90,1
2024-04-05 20:22:07,remote working on hardware,pio,2024-04-06T00:22:07.942664Z,0.03245815466785622,90,1
2024-04-05 20:27:10,remote working on hardware,pio,2024-04-06T00:27:10.972256Z,0.031154002393476543,90,1
2024-04-05 20:32:14,remote working on hardware,pio,2024-04-06T00:32:14.002156Z,0.032662218711696056,90,1
2024-04-05 20:37:17,remote working on hardware,pio,2024-04-06T00:37:17.035572Z,0.03131443093417543,90,1
2024-04-05 20:42:20,remote working on hardware,pio,2024-04-06T00:42:20.061568Z,0.031583127726570334,90,1
2024-04-05 20:47:23,remote working on hardware,pio,2024-04-06T00:47:23.096259Z,0.033343248776700335,90,1
2024-04-05 20:52:26,remote working on hardware,pio,2024-04-06T00:52:26.124032Z,0.03190800034735862,90,1
2024-04-05 20:57:29,remote working on hardware,pio,2024-04-06T00:57:29.154935Z,0.030748875847180102,90,1
2024-04-05 21:02:32,remote working on hardware,pio,2024-04-06T01:02:32.183429Z,0.03278902097389767,90,1
2024-04-05 21:07:35,remote working on hardware,pio,2024-04-06T01:07:35.220736Z,0.03198733143414768,90,1
2024-04-05 21:12:38,remote working on hardware,pio,2024-04-06T01:12:38.245608Z,0.03470658615120802,90,1
2024-04-05 21:17:41,remote working on hardware,pio,2024-04-06T01:17:41.276278Z,0.03258432312289522,90,1
2024-04-05 21:22:44,remote working on hardware,pio,2024-04-06T01:22:44.309037Z,0.031214251452570386,90,1
2024-04-05 21:27:47,remote working on hardware,pio,2024-04-06T01:27:47.336675Z,0.03243329658617442,90,1
2024-04-05 21:32:50,remote working on hardware,pio,2024-04-06T01:32:50.366154Z,0.03173028788381835,90,1
2024-04-05 21:37:53,remote working on hardware,pio,2024-04-06T01:37:53.400053Z,0.03057200694305351,90,1
2024-04-05 21:42:56,remote working on hardware,pio,2024-04-06T01:42:56.428523Z,0.03372505114123681,90,1
2024-04-05 21:47:59,remote working on hardware,pio,2024-04-06T01:47:59.457807Z,0.0322507520146866,90,1
2024-04-05 21:53:02,remote working on hardware,pio,2024-04-06T01:53:02.486769Z,0.03614730972178892,90,1
2024-04-05 21:58:05,remote working on hardware,pio,2024-04-06T01:58:05.521001Z,0.03185244051206944,90,1
2024-04-05 22:03:08,remote working on hardware,pio,2024-04-06T02:03:08.548924Z,0.03312659522690083,90,1
2024-04-05 22:08:11,remote working on hardware,pio,2024-04-06T02:08:11.579378Z,0.03519249953982582,90,1
2024-04-05 22:13:14,remote working on hardware,pio,2024-04-06T02:13:14.608662Z,0.03367439707455488,90,1
2024-04-05 22:18:17,remote working on hardware,pio,2024-04-06T02:18:17.638750Z,0.03280989672265765,90,1
2024-04-05 22:23:20,remote working on hardware,pio,2024-04-06T02:23:20.669826Z,0.03128493725253404,90,1
2024-04-05 22:28:23,remote working on hardware,pio,2024-04-06T02:28:23.699596Z,0.032646197387180796,90,1
2024-04-05 22:33:26,remote working on hardware,pio,2024-04-06T02:33:26.729318Z,0.0342835854990306,90,1
2024-04-05 22:38:29,remote working on hardware,pio,2024-04-06T02:38:29.762782Z,0.03600275807518149,90,1
2024-04-05 22:43:32,remote working on hardware,pio,2024-04-06T02:43:32.790993Z,0.03282237294985815,90,1
2024-04-05 22:48:35,remote working on hardware,pio,2024-04-06T02:48:35.823477Z,0.034961684769232164,90,1
2024-04-05 22:53:38,remote working on hardware,pio,2024-04-06T02:53:38.850952Z,0.0346704471084746,90,1
2024-04-05 22:58:41,remote working on hardware,pio,2024-04-06T02:58:41.884156Z,0.03264056524417368,90,1
2024-04-05 23:03:44,remote working on hardware,pio,2024-04-06T03:03:44.913282Z,0.033519728679176734,90,1
2024-04-05 23:08:47,remote working on hardware,pio,2024-04-06T03:08:47.943299Z,0.03494664017192101,90,1
2024-04-05 23:13:50,remote working on hardware,pio,2024-04-06T03:13:50.973497Z,0.03288285080312862,90,1
2024-04-05 23:18:54,remote working on hardware,pio,2024-04-06T03:18:54.004177Z,0.03227107426598492,90,1
2024-04-05 23:23:57,remote working on hardware,pio,2024-04-06T03:23:57.033627Z,0.032053166633533414,90,1
2024-04-05 23:29:00,remote working on hardware,pio,2024-04-06T03:29:00.062194Z,0.03479036196768832,90,1
2024-04-05 23:34:03,remote working on hardware,pio,2024-04-06T03:34:03.096864Z,0.03537291885911989,90,1
2024-04-05 23:39:06,remote working on hardware,pio,2024-04-06T03:39:06.124585Z,0.033113242869965635,90,1
2024-04-05 23:44:09,remote working on hardware,pio,2024-04-06T03:44:09.155631Z,0.03527441078698624,90,1
2024-04-05 23:49:12,remote working on hardware,pio,2024-04-06T03:49:12.183019Z,0.03656610237921556,90,1
2024-04-05 23:54:15,remote working on hardware,pio,2024-04-06T03:54:15.216680Z,0.033631741266060014,90,1
2024-04-05 23:59:18,remote working on hardware,pio,2024-04-06T03:59:18.245783Z,0.03150233114397732,90,1
2024-04-06 00:56:26,remote working on hardware,pio,2024-04-06T04:56:26.858739Z,0.028606950347286404,90,1
2024-04-06 01:29:56,remote working on hardware,pio,2024-04-06T05:29:56.557259Z,0.038125896994065836,90,1
2024-04-06 01:35:25,remote working on hardware,pio,2024-04-06T05:35:25.836989Z,0.04182036094861567,90,1
2024-04-06 01:41:57,remote working on hardware,pio,2024-04-06T05:41:57.571713Z,0.029086105401450516,90,1
2024-04-06 01:59:53,remote working on hardware,pio,2024-04-06T05:59:53.762189Z,0.051985624383639274,90,1
2024-04-06 02:00:30,remote working on hardware,pio,2024-04-06T06:00:30.977964Z,0.07500982486630332,90,1
2024-04-06 02:05:34,remote working on hardware,pio,2024-04-06T06:05:34.003344Z,0.033741352733916576,90,1
2024-04-06 02:10:37,remote working on hardware,pio,2024-04-06T06:10:37.037214Z,0.03613794041643325,90,1
2024-04-06 02:15:40,remote working on hardware,pio,2024-04-06T06:15:40.064218Z,0.03821852698556097,90,1
2024-04-06 02:20:43,remote working on hardware,pio,2024-04-06T06:20:43.095523Z,0.03383677529383962,90,1
2024-04-06 02:25:46,remote working on hardware,pio,2024-04-06T06:25:46.126875Z,0.04034223853058162,90,1
2024-04-06 02:30:49,remote working on hardware,pio,2024-04-06T06:30:49.153696Z,0.03694907456168712,90,1
2024-04-06 02:35:52,remote working on hardware,pio,2024-04-06T06:35:52.184338Z,0.03388525492728828,90,1
2024-04-06 02:40:55,remote working on hardware,pio,2024-04-06T06:40:55.215402Z,0.03611417853603178,90,1
2024-04-06 02:45:58,remote working on hardware,pio,2024-04-06T06:45:58.246227Z,0.03419988444413129,90,1
2024-04-06 02:51:01,remote working on hardware,pio,2024-04-06T06:51:01.278194Z,0.03606348678694377,90,1
2024-04-06 02:56:04,remote working on hardware,pio,2024-04-06T06:56:04.306729Z,0.037105608110789015,90,1
2024-04-06 03:01:07,remote working on hardware,pio,2024-04-06T07:01:07.337904Z,0.03716604396377759,90,1
2024-04-06 03:06:10,remote working on hardware,pio,2024-04-06T07:06:10.366985Z,0.03340533747977583,90,1
2024-04-06 03:11:13,remote working on hardware,pio,2024-04-06T07:11:13.397660Z,0.03642680351561103,90,1
2024-04-06 03:16:16,remote working on hardware,pio,2024-04-06T07:16:16.430285Z,0.037672353768932416,90,1
2024-04-06 03:21:19,remote working on hardware,pio,2024-04-06T07:21:19.460235Z,0.03788774796717303,90,1
2024-04-06 03:26:22,remote working on hardware,pio,2024-04-06T07:26:22.488466Z,0.03745972460398933,90,1
2024-04-06 03:31:25,remote working on hardware,pio,2024-04-06T07:31:25.519313Z,0.03410221924478054,90,1
2024-04-06 03:36:28,remote working on hardware,pio,2024-04-06T07:36:28.548421Z,0.03567450291334125,90,1
2024-04-06 03:41:31,remote working on hardware,pio,2024-04-06T07:41:31.580600Z,0.04076990802378956,90,1
2024-04-06 03:46:34,remote working on hardware,pio,2024-04-06T07:46:34.608985Z,0.03528673892047513,90,1
2024-04-06 03:51:37,remote working on hardware,pio,2024-04-06T07:51:37.640219Z,0.03824673484943874,90,1
2024-04-06 03:56:40,remote working on hardware,pio,2024-04-06T07:56:40.668716Z,0.036317371181343185,90,1
2024-04-06 04:01:43,remote working on hardware,pio,2024-04-06T08:01:43.699321Z,0.03606516883275686,90,1
2024-04-06 04:06:46,remote working on hardware,pio,2024-04-06T08:06:46.731018Z,0.037900220306898214,90,1
2024-04-06 04:11:49,remote working on hardware,pio,2024-04-06T08:11:49.760289Z,0.0406995370418232,90,1
2024-04-06 04:16:52,remote working on hardware,pio,2024-04-06T08:16:52.790794Z,0.03534789410291265,90,1
2024-04-06 04:21:55,remote working on hardware,pio,2024-04-06T08:21:55.822056Z,0.03578903474277961,90,1
2024-04-06 04:26:58,remote working on hardware,pio,2024-04-06T08:26:58.853562Z,0.037442622373673316,90,1
2024-04-06 04:32:01,remote working on hardware,pio,2024-04-06T08:32:01.881986Z,0.03984940925448177,90,1
2024-04-06 04:37:04,remote working on hardware,pio,2024-04-06T08:37:04.917862Z,0.037498179436022,90,1
2024-04-06 04:42:07,remote working on hardware,pio,2024-04-06T08:42:07.944502Z,0.03817418536237631,90,1
2024-04-06 04:47:10,remote working on hardware,pio,2024-04-06T08:47:10.972519Z,0.03750163381636604,90,1
2024-04-06 04:52:14,remote working on hardware,pio,2024-04-06T08:52:14.005074Z,0.037576255155499706,90,1
2024-04-06 04:57:17,remote working on hardware,pio,2024-04-06T08:57:17.036228Z,0.03579609982844527,90,1
2024-04-06 05:02:20,remote working on hardware,pio,2024-04-06T09:02:20.070448Z,0.03562178335471741,90,1
2024-04-06 05:07:23,remote working on hardware,pio,2024-04-06T09:07:23.094680Z,0.03563750394324017,90,1
2024-04-06 05:12:26,remote working on hardware,pio,2024-04-06T09:12:26.124266Z,0.036581788577076606,90,1
2024-04-06 05:17:29,remote working on hardware,pio,2024-04-06T09:17:29.155168Z,0.04088202420808814,90,1
2024-04-06 05:22:32,remote working on hardware,pio,2024-04-06T09:22:32.184778Z,0.03918893898341859,90,1
2024-04-06 05:27:35,remote working on hardware,pio,2024-04-06T09:27:35.216846Z,0.03837296606054479,90,1
2024-04-06 05:32:38,remote working on hardware,pio,2024-04-06T09:32:38.246207Z,0.03722897108685222,90,1
2024-04-06 05:37:41,remote working on hardware,pio,2024-04-06T09:37:41.276535Z,0.04369388314254925,90,1
2024-04-06 05:42:44,remote working on hardware,pio,2024-04-06T09:42:44.311381Z,0.3293689407347515,90,1
2024-04-06 05:47:47,remote working on hardware,pio,2024-04-06T09:47:47.338315Z,0.040058545007675146,90,1
2024-04-06 05:52:50,remote working on hardware,pio,2024-04-06T09:52:50.367254Z,0.03820570824526547,90,1
2024-04-06 05:57:53,remote working on hardware,pio,2024-04-06T09:57:53.399805Z,0.03737179206517932,90,1
2024-04-06 06:02:56,remote working on hardware,pio,2024-04-06T10:02:56.428347Z,0.03840769831780316,90,1
2024-04-06 06:07:59,remote working on hardware,pio,2024-04-06T10:07:59.459093Z,0.03811987357771495,90,1
2024-04-06 06:13:02,remote working on hardware,pio,2024-04-06T10:13:02.486769Z,0.03521093215597656,90,1
2024-04-06 06:18:05,remote working on hardware,pio,2024-04-06T10:18:05.519386Z,0.04043362352070425,90,1
2024-04-06 06:23:08,remote working on hardware,pio,2024-04-06T10:23:08.548186Z,0.05040557875461857,90,1
2024-04-06 06:28:11,remote working on hardware,pio,2024-04-06T10:28:11.579593Z,0.040997453431623525,90,1
2024-04-06 06:33:14,remote working on hardware,pio,2024-04-06T10:33:14.608452Z,0.03802014280052874,90,1
2024-04-06 06:38:17,remote working on hardware,pio,2024-04-06T10:38:17.640421Z,0.036967736291058303,90,1
2024-04-06 06:43:20,remote working on hardware,pio,2024-04-06T10:43:20.670577Z,0.04099608594599019,90,1
2024-04-06 06:48:23,remote working on hardware,pio,2024-04-06T10:48:23.700129Z,0.040632765129384796,90,1
2024-04-06 06:53:26,remote working on hardware,pio,2024-04-06T10:53:26.730787Z,0.03864165226194949,90,1
2024-04-06 06:58:29,remote working on hardware,pio,2024-04-06T10:58:29.761470Z,0.040226292538546454,90,1
2024-04-06 07:03:32,remote working on hardware,pio,2024-04-06T11:03:32.791551Z,0.043859095376392,90,1
2024-04-06 07:08:35,remote working on hardware,pio,2024-04-06T11:08:35.822782Z,0.04071696963335992,90,1
2024-04-06 07:13:38,remote working on hardware,pio,2024-04-06T11:13:38.851508Z,0.04001896088828036,90,1
2024-04-06 07:18:41,remote working on hardware,pio,2024-04-06T11:18:41.883060Z,0.03711845386035673,90,1
2024-04-06 07:23:44,remote working on hardware,pio,2024-04-06T11:23:44.912834Z,0.04219472761503553,90,1
2024-04-06 07:28:47,remote working on hardware,pio,2024-04-06T11:28:47.942245Z,0.04241414031698821,90,1
2024-04-06 07:33:50,remote working on hardware,pio,2024-04-06T11:33:50.973173Z,0.037846974611944535,90,1
2024-04-06 07:38:54,remote working on hardware,pio,2024-04-06T11:38:54.002893Z,0.033057107430551444,90,1
2024-04-06 07:43:57,remote working on hardware,pio,2024-04-06T11:43:57.034909Z,0.061529867726644163,90,1
2024-04-06 07:49:00,remote working on hardware,pio,2024-04-06T11:49:00.065618Z,0.03622894654503075,90,1
2024-04-06 07:54:03,remote working on hardware,pio,2024-04-06T11:54:03.095066Z,0.043454598708251205,90,1
2024-04-06 07:59:06,remote working on hardware,pio,2024-04-06T11:59:06.123990Z,0.041411510766822084,90,1
2024-04-06 08:04:09,remote working on hardware,pio,2024-04-06T12:04:09.158334Z,0.044445725105590576,90,1
2024-04-06 08:09:12,remote working on hardware,pio,2024-04-06T12:09:12.187501Z,0.03923136497934471,90,1
2024-04-06 08:14:15,remote working on hardware,pio,2024-04-06T12:14:15.217744Z,0.04031086208685654,90,1
2024-04-06 08:19:18,remote working on hardware,pio,2024-04-06T12:19:18.251685Z,0.03913860856494018,90,1
2024-04-06 08:24:21,remote working on hardware,pio,2024-04-06T12:24:21.277728Z,0.040882569094433524,90,1
2024-04-06 08:29:24,remote working on hardware,pio,2024-04-06T12:29:24.309428Z,0.04011813839335805,90,1
2024-04-06 08:34:27,remote working on hardware,pio,2024-04-06T12:34:27.338011Z,0.043135504614284254,90,1
2024-04-06 08:39:30,remote working on hardware,pio,2024-04-06T12:39:30.366584Z,0.0418632902769192,90,1
2024-04-06 08:44:33,remote working on hardware,pio,2024-04-06T12:44:33.399263Z,0.04235651657912518,90,1
2024-04-06 08:49:36,remote working on hardware,pio,2024-04-06T12:49:36.428781Z,0.04032841914831727,90,1
2024-04-06 08:54:39,remote working on hardware,pio,2024-04-06T12:54:39.461640Z,0.04101525508163524,90,1
2024-04-06 08:59:42,remote working on hardware,pio,2024-04-06T12:59:42.489291Z,0.04248748769117856,90,1
2024-04-06 09:04:45,remote working on hardware,pio,2024-04-06T13:04:45.518408Z,0.04315450308548584,90,1
2024-04-06 09:09:48,remote working on hardware,pio,2024-04-06T13:09:48.548790Z,0.041231366881237796,90,1
2024-04-06 09:14:51,remote working on hardware,pio,2024-04-06T13:14:51.580643Z,0.04528553336069142,90,1
2024-04-06 09:19:54,remote working on hardware,pio,2024-04-06T13:19:54.609321Z,0.04532164973604984,90,1
2024-04-06 09:24:57,remote working on hardware,pio,2024-04-06T13:24:57.638743Z,0.042572559682304306,90,1
2024-04-06 09:30:00,remote working on hardware,pio,2024-04-06T13:30:00.670105Z,0.04591447559409738,90,1
2024-04-06 09:35:03,remote working on hardware,pio,2024-04-06T13:35:03.700644Z,0.041953930117612004,90,1
2024-04-06 09:40:06,remote working on hardware,pio,2024-04-06T13:40:06.731014Z,0.04093626413964393,90,1
2024-04-06 09:45:09,remote working on hardware,pio,2024-04-06T13:45:09.765290Z,0.04427510441328912,90,1
2024-04-06 09:50:12,remote working on hardware,pio,2024-04-06T13:50:12.790805Z,0.03879350009407328,90,1
2024-04-06 09:55:15,remote working on hardware,pio,2024-04-06T13:55:15.821889Z,0.04361138447144817,90,1
2024-04-06 10:00:18,remote working on hardware,pio,2024-04-06T14:00:18.853839Z,0.04398032712695132,90,1
2024-04-06 10:05:21,remote working on hardware,pio,2024-04-06T14:05:21.883764Z,0.04235471287716357,90,1
2024-04-06 10:10:24,remote working on hardware,pio,2024-04-06T14:10:24.912387Z,0.0438221932396558,90,1
2024-04-06 10:15:27,remote working on hardware,pio,2024-04-06T14:15:27.941696Z,0.04347160649397823,90,1
2024-04-06 10:20:30,remote working on hardware,pio,2024-04-06T14:20:30.975854Z,0.04252643450175153,90,1
2024-04-06 10:25:34,remote working on hardware,pio,2024-04-06T14:25:34.003628Z,0.04299469710604182,90,1
2024-04-06 10:30:37,remote working on hardware,pio,2024-04-06T14:30:37.033761Z,0.04211223791176821,90,1
2024-04-06 10:35:40,remote working on hardware,pio,2024-04-06T14:35:40.065725Z,0.04393796172005816,90,1
2024-04-06 10:40:43,remote working on hardware,pio,2024-04-06T14:40:43.093883Z,0.0449342184122133,90,1
2024-04-06 10:45:46,remote working on hardware,pio,2024-04-06T14:45:46.124732Z,0.043934413991396394,90,1
2024-04-06 10:50:49,remote working on hardware,pio,2024-04-06T14:50:49.154729Z,0.04134343154676543,90,1
2024-04-06 10:55:52,remote working on hardware,pio,2024-04-06T14:55:52.185554Z,0.05030477359657165,90,1
2024-04-06 11:00:55,remote working on hardware,pio,2024-04-06T15:00:55.216458Z,0.04284189380747306,90,1
2024-04-06 11:05:58,remote working on hardware,pio,2024-04-06T15:05:58.245729Z,0.043965789156942325,90,1
2024-04-06 11:11:01,remote working on hardware,pio,2024-04-06T15:11:01.275508Z,0.04372164812276065,90,1
2024-04-06 11:16:04,remote working on hardware,pio,2024-04-06T15:16:04.306847Z,0.040461993570140804,90,1
2024-04-06 11:21:07,remote working on hardware,pio,2024-04-06T15:21:07.340009Z,0.04178433132420901,90,1
2024-04-06 11:26:10,remote working on hardware,pio,2024-04-06T15:26:10.365673Z,0.04592161599908685,90,1
2024-04-06 11:31:13,remote working on hardware,pio,2024-04-06T15:31:13.402636Z,0.04481942952792428,90,1
2024-04-06 11:36:16,remote working on hardware,pio,2024-04-06T15:36:16.428344Z,0.044497715078714216,90,1
2024-04-06 11:41:19,remote working on hardware,pio,2024-04-06T15:41:19.459976Z,0.041137266975760804,90,1
2024-04-06 11:46:22,remote working on hardware,pio,2024-04-06T15:46:22.496444Z,0.04269783666987413,90,1
2024-04-06 11:51:25,remote working on hardware,pio,2024-04-06T15:51:25.518936Z,0.043591470588921995,90,1
2024-04-06 11:56:28,remote working on hardware,pio,2024-04-06T15:56:28.552769Z,0.04463414245838828,90,1
2024-04-06 12:01:31,remote working on hardware,pio,2024-04-06T16:01:31.579225Z,0.04212711149325262,90,1
2024-04-06 12:06:34,remote working on hardware,pio,2024-04-06T16:06:34.613389Z,0.04312385032978736,90,1
2024-04-06 12:11:37,remote working on hardware,pio,2024-04-06T16:11:37.646634Z,0.04589534949910699,90,1
2024-04-06 12:16:40,remote working on hardware,pio,2024-04-06T16:16:40.670845Z,0.045591914316972244,90,1
2024-04-06 12:21:43,remote working on hardware,pio,2024-04-06T16:21:43.701377Z,0.042151201972592006,90,1
2024-04-06 12:26:46,remote working on hardware,pio,2024-04-06T16:26:46.735515Z,0.04408142960283271,90,1
2024-04-06 12:31:49,remote working on hardware,pio,2024-04-06T16:31:49.762293Z,0.044925016519945495,90,1
2024-04-06 12:36:52,remote working on hardware,pio,2024-04-06T16:36:52.792573Z,0.04421970375962116,90,1
2024-04-06 12:41:55,remote working on hardware,pio,2024-04-06T16:41:55.822130Z,0.041588702116710105,90,1
2024-04-06 12:46:58,remote working on hardware,pio,2024-04-06T16:46:58.854212Z,0.046632850005508694,90,1
2024-04-06 12:52:01,remote working on hardware,pio,2024-04-06T16:52:01.882008Z,0.04740859800102473,90,1
2024-04-06 12:57:04,remote working on hardware,pio,2024-04-06T16:57:04.914346Z,0.04633352235621637,90,1
2024-04-06 13:02:07,remote working on hardware,pio,2024-04-06T17:02:07.942883Z,0.0445399262467436,90,1
2024-04-06 13:07:10,remote working on hardware,pio,2024-04-06T17:07:10.974954Z,0.042623774740611145,90,1
2024-04-06 13:12:14,remote working on hardware,pio,2024-04-06T17:12:14.002572Z,0.04133145365860263,90,1
2024-04-06 13:17:17,remote working on hardware,pio,2024-04-06T17:17:17.048494Z,0.04481223568868604,90,1
2024-04-06 13:22:20,remote working on hardware,pio,2024-04-06T17:22:20.065229Z,0.04648462260633582,90,1
2024-04-06 13:27:23,remote working on hardware,pio,2024-04-06T17:27:23.093959Z,0.04783655870271754,90,1
2024-04-06 13:32:26,remote working on hardware,pio,2024-04-06T17:32:26.127617Z,0.04576688658887121,90,1
2024-04-06 13:37:29,remote working on hardware,pio,2024-04-06T17:37:29.159001Z,0.04092774782125721,90,1
2024-04-06 13:42:32,remote working on hardware,pio,2024-04-06T17:42:32.184825Z,0.04179817947362243,90,1
2024-04-06 13:47:35,remote working on hardware,pio,2024-04-06T17:47:35.216454Z,0.04511829159219893,90,1
2024-04-06 13:52:38,remote working on hardware,pio,2024-04-06T17:52:38.244921Z,0.046084030182904696,90,1
2024-04-06 13:57:41,remote working on hardware,pio,2024-04-06T17:57:41.283120Z,0.045500279955711126,90,1
2024-04-06 14:02:44,remote working on hardware,pio,2024-04-06T18:02:44.309291Z,0.04648093574692259,90,1
2024-04-06 14:07:47,remote working on hardware,pio,2024-04-06T18:07:47.336490Z,0.04506722016836691,90,1
2024-04-06 14:12:50,remote working on hardware,pio,2024-04-06T18:12:50.371021Z,0.04912824694547059,90,1
2024-04-06 14:17:53,remote working on hardware,pio,2024-04-06T18:17:53.398626Z,0.046763011062296016,90,1
2024-04-06 14:22:56,remote working on hardware,pio,2024-04-06T18:22:56.427958Z,0.047025998613235545,90,1
2024-04-06 14:27:59,remote working on hardware,pio,2024-04-06T18:27:59.458630Z,0.04598798895713513,90,1
2024-04-06 14:33:02,remote working on hardware,pio,2024-04-06T18:33:02.488086Z,0.0460461912535022,90,1
2024-04-06 14:38:05,remote working on hardware,pio,2024-04-06T18:38:05.518123Z,0.045675369701348494,90,1
2024-04-06 14:43:08,remote working on hardware,pio,2024-04-06T18:43:08.549817Z,0.046348784812411246,90,1
